조사일,채수위치,실제단계,예측단계,prob_정상,prob_관심,prob_경계,발동_시나리오,권고조치
2025-03-15,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-16,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-16,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-16,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-17,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-17,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-17,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-18,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-18,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-18,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-19,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-19,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-19,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-20,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-20,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-20,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-21,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-21,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-21,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-22,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-22,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-22,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-23,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-23,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-23,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-24,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-24,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-24,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-25,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-25,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-25,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-26,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-26,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-26,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-27,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-27,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-27,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-28,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-28,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-28,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-29,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-29,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-29,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-30,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-30,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-30,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-31,문의,미발령,미발령,0.984,0.005,0.011,없음,정상 모니터링 유지
2025-03-31,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-03-31,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-01,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-01,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-01,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-02,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-02,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-02,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-03,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-03,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-03,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-04,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-04,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-04,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-05,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-05,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-05,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-06,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-06,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-06,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-07,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-07,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-07,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-08,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-08,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-08,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-09,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-09,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-09,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-10,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-10,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-10,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-11,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-11,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-11,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-12,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-12,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-12,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-13,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-13,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-13,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-14,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-14,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-14,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-15,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-15,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-15,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-16,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-16,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-16,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-17,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-17,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-17,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-18,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-18,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-18,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-19,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-19,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-19,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-20,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-20,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-20,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-21,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-21,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-21,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-22,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-22,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-22,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-23,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-23,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-23,회남,미발령,미발령,0.985,0.006,0.01,없음,정상 모니터링 유지
2025-04-24,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-24,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-24,회남,미발령,미발령,0.981,0.009,0.01,없음,정상 모니터링 유지
2025-04-25,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-25,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-25,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-26,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-26,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-26,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-27,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-27,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-27,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-28,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-28,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-28,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-29,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-29,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-29,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-30,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-30,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-04-30,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-01,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-01,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-01,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-02,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-02,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-02,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-03,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-03,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-03,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-04,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-04,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-04,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-05,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-05,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-05,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-06,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-06,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-06,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-07,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-07,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-07,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-08,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-08,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-08,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-09,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-09,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-09,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-10,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-10,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-10,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-11,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-11,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-11,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-12,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-12,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-12,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-13,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-13,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-13,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-14,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-14,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-14,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-15,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-15,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-15,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-16,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-16,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-16,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-17,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-17,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-17,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-18,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-18,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-18,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-19,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-19,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-19,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-20,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-20,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-20,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-21,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-21,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-21,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-22,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-22,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-22,회남,미발령,미발령,0.985,0.006,0.01,없음,정상 모니터링 유지
2025-05-23,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-23,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-23,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-24,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-24,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-24,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-25,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-25,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-25,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-26,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-26,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-26,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-27,문의,미발령,미발령,0.98,0.007,0.013,없음,정상 모니터링 유지
2025-05-27,추동,미발령,미발령,0.984,0.006,0.011,없음,정상 모니터링 유지
2025-05-27,회남,미발령,미발령,0.98,0.007,0.013,없음,정상 모니터링 유지
2025-05-28,문의,미발령,미발령,0.98,0.007,0.013,없음,정상 모니터링 유지
2025-05-28,추동,미발령,미발령,0.984,0.006,0.011,없음,정상 모니터링 유지
2025-05-28,회남,미발령,미발령,0.98,0.007,0.013,없음,정상 모니터링 유지
2025-05-29,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-29,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-29,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-30,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-30,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-30,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-31,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-31,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-05-31,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-01,문의,미발령,미발령,0.984,0.005,0.011,없음,정상 모니터링 유지
2025-06-01,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-01,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-02,문의,미발령,미발령,0.984,0.006,0.011,없음,정상 모니터링 유지
2025-06-02,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-02,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-03,문의,미발령,미발령,0.984,0.005,0.01,없음,정상 모니터링 유지
2025-06-03,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-03,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-04,문의,미발령,미발령,0.984,0.005,0.01,없음,정상 모니터링 유지
2025-06-04,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-04,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-05,문의,미발령,미발령,0.984,0.005,0.011,없음,정상 모니터링 유지
2025-06-05,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-05,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-06,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-06,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-06,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-07,문의,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-07,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-07,회남,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-08,문의,미발령,미발령,0.981,0.008,0.011,없음,정상 모니터링 유지
2025-06-08,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-08,회남,미발령,미발령,0.984,0.006,0.01,없음,정상 모니터링 유지
2025-06-09,문의,미발령,미발령,0.982,0.008,0.01,없음,정상 모니터링 유지
2025-06-09,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-09,회남,미발령,미발령,0.984,0.006,0.01,없음,정상 모니터링 유지
2025-06-10,문의,미발령,미발령,0.983,0.007,0.01,없음,정상 모니터링 유지
2025-06-10,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-10,회남,미발령,미발령,0.984,0.006,0.01,없음,정상 모니터링 유지
2025-06-11,문의,미발령,미발령,0.983,0.007,0.01,없음,정상 모니터링 유지
2025-06-11,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-11,회남,미발령,미발령,0.985,0.006,0.01,없음,정상 모니터링 유지
2025-06-12,문의,미발령,미발령,0.982,0.008,0.01,없음,정상 모니터링 유지
2025-06-12,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-12,회남,미발령,미발령,0.985,0.006,0.01,없음,정상 모니터링 유지
2025-06-13,문의,미발령,미발령,0.98,0.01,0.011,없음,정상 모니터링 유지
2025-06-13,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-13,회남,미발령,미발령,0.985,0.006,0.01,없음,정상 모니터링 유지
2025-06-14,문의,미발령,미발령,0.98,0.008,0.012,없음,정상 모니터링 유지
2025-06-14,추동,미발령,미발령,0.983,0.005,0.012,없음,정상 모니터링 유지
2025-06-14,회남,미발령,미발령,0.984,0.006,0.011,없음,정상 모니터링 유지
2025-06-15,문의,미발령,미발령,0.982,0.007,0.011,없음,정상 모니터링 유지
2025-06-15,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-15,회남,미발령,미발령,0.982,0.006,0.011,없음,정상 모니터링 유지
2025-06-16,문의,미발령,미발령,0.982,0.007,0.011,S5_강우_후_유입,"강우 후 비점오염 유입 모니터링 / 댐 유입구 탁도/T-N, T-P 측정"
2025-06-16,추동,미발령,미발령,0.984,0.006,0.01,S5_강우_후_유입,"강우 후 비점오염 유입 모니터링 / 댐 유입구 탁도/T-N, T-P 측정"
2025-06-16,회남,미발령,미발령,0.98,0.008,0.012,S5_강우_후_유입,"강우 후 비점오염 유입 모니터링 / 댐 유입구 탁도/T-N, T-P 측정"
2025-06-17,문의,미발령,미발령,0.98,0.008,0.011,없음,정상 모니터링 유지
2025-06-17,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-17,회남,미발령,미발령,0.978,0.009,0.013,없음,정상 모니터링 유지
2025-06-18,문의,미발령,미발령,0.983,0.007,0.009,없음,정상 모니터링 유지
2025-06-18,추동,미발령,미발령,0.985,0.005,0.01,없음,정상 모니터링 유지
2025-06-18,회남,미발령,미발령,0.978,0.009,0.013,없음,정상 모니터링 유지
2025-06-19,문의,미발령,미발령,0.984,0.007,0.009,S5_강우_후_유입,"강우 후 비점오염 유입 모니터링 / 댐 유입구 탁도/T-N, T-P 측정"
2025-06-19,추동,미발령,미발령,0.985,0.005,0.01,S5_강우_후_유입,"강우 후 비점오염 유입 모니터링 / 댐 유입구 탁도/T-N, T-P 측정"
2025-06-19,회남,미발령,미발령,0.977,0.01,0.013,S5_강우_후_유입,"강우 후 비점오염 유입 모니터링 / 댐 유입구 탁도/T-N, T-P 측정"
2025-06-20,문의,미발령,미발령,0.98,0.01,0.011,S5_강우_후_유입,"강우 후 비점오염 유입 모니터링 / 댐 유입구 탁도/T-N, T-P 측정"
2025-06-20,추동,미발령,미발령,0.98,0.008,0.012,S5_강우_후_유입,"강우 후 비점오염 유입 모니터링 / 댐 유입구 탁도/T-N, T-P 측정"
2025-06-20,회남,미발령,미발령,0.962,0.02,0.018,S5_강우_후_유입,"강우 후 비점오염 유입 모니터링 / 댐 유입구 탁도/T-N, T-P 측정"
2025-06-21,문의,미발령,미발령,0.977,0.012,0.011,없음,정상 모니터링 유지
2025-06-21,추동,미발령,미발령,0.981,0.007,0.012,없음,정상 모니터링 유지
2025-06-21,회남,미발령,미발령,0.965,0.017,0.018,없음,정상 모니터링 유지
2025-06-22,문의,미발령,미발령,0.972,0.018,0.01,없음,정상 모니터링 유지
2025-06-22,추동,미발령,미발령,0.981,0.008,0.011,없음,정상 모니터링 유지
2025-06-22,회남,미발령,미발령,0.955,0.029,0.017,없음,정상 모니터링 유지
2025-06-23,문의,미발령,미발령,0.97,0.018,0.012,없음,정상 모니터링 유지
2025-06-23,추동,미발령,미발령,0.97,0.015,0.015,없음,정상 모니터링 유지
2025-06-23,회남,미발령,미발령,0.946,0.035,0.019,없음,정상 모니터링 유지
2025-06-24,문의,미발령,미발령,0.973,0.015,0.012,없음,정상 모니터링 유지
2025-06-24,추동,미발령,미발령,0.972,0.014,0.014,없음,정상 모니터링 유지
2025-06-24,회남,미발령,미발령,0.959,0.026,0.015,없음,정상 모니터링 유지
2025-06-25,문의,미발령,미발령,0.975,0.014,0.011,없음,정상 모니터링 유지
2025-06-25,추동,미발령,미발령,0.969,0.018,0.013,없음,정상 모니터링 유지
2025-06-25,회남,미발령,미발령,0.96,0.026,0.014,없음,정상 모니터링 유지
2025-06-26,문의,미발령,미발령,0.975,0.015,0.011,없음,정상 모니터링 유지
